,0,1,2,5,8,9,10,12,13,15,17,-1,3,4,6,7,11,18,14,16
rs00000.png,118415.0,21653.0,1116.0,56914.0,655556.0,139285.0,637307.0,114931.0,755.0,254074.0,53742.0,,,,,,,,,
rs00001.png,624717.0,89822.0,970974.0,3924.0,35285.0,,269.0,,13682.0,,,,122994.0,2949.0,31.0,1920.0,27388.0,95845.0,,
rs00002.png,489.0,16878.0,981643.0,211504.0,159767.0,10216.0,402473.0,57190.0,,182232.0,35482.0,,,15726.0,,,,,,
rs00003.png,57303.0,216228.0,61852.0,82905.0,276499.0,12360.0,867605.0,120753.0,42176.0,197095.0,37421.0,,606.0,29848.0,,2714.0,67680.0,555.0,,
rs00004.png,36709.0,3451.0,20179.0,37387.0,511819.0,547785.0,391688.0,78609.0,,76974.0,19104.0,,875.0,615.0,21.0,394.0,,330.0,13961.0,
rs00005.png,78252.0,17596.0,130932.0,153414.0,201950.0,289784.0,709420.0,101412.0,,286052.0,48048.0,,,30541.0,16101.0,648.0,,,,9450.0
rs00006.png,237.0,261686.0,112961.0,12608.0,304305.0,42673.0,911158.0,49699.0,29874.0,112026.0,26578.0,,10749.0,194352.0,1492.0,198.0,,1111.0,,
rs00007.png,642.0,5390.0,316465.0,143868.0,40454.0,,687485.0,255631.0,,378955.0,164800.0,,,37948.0,,918.0,,,,
rs00008.png,82.0,50982.0,43082.0,142568.0,188178.0,331787.0,795072.0,114366.0,52.0,281098.0,54291.0,,,29140.0,,,,,,22.0
rs00009.png,,,238338.0,4951.0,556971.0,,725134.0,101407.0,,189839.0,43580.0,,,88445.0,,404.0,,,,65.0
rs00010.png,5360.0,94488.0,87111.0,11864.0,1190076.0,78771.0,51740.0,229608.0,,272637.0,31895.0,,,2303.0,,3847.0,,,,
rs00011.png,2055.0,198748.0,997837.0,4257.0,13114.0,141.0,39310.0,79531.0,85.0,271855.0,15888.0,,,396674.0,150.0,278.0,53672.0,,,5.0
rs00012.png,225023.0,26894.0,120420.0,36676.0,140894.0,137101.0,877144.0,127559.0,26072.0,248042.0,40324.0,,,59673.0,,,3150.0,,2461.0,2167.0
rs00013.png,3.0,20062.0,37296.0,46408.0,839531.0,178657.0,275959.0,220543.0,,371232.0,38281.0,,,45495.0,,,,,,133.0
rs00014.png,265.0,42741.0,53054.0,2312.0,1302462.0,28632.0,137328.0,232869.0,,216526.0,51173.0,,,6238.0,,,,,,
rs00015.png,563516.0,21797.0,22251.0,39292.0,866430.0,37787.0,188912.0,24664.0,1734.0,51018.0,8867.0,,165834.0,39877.0,9.0,3297.0,1460.0,29721.0,,
rs00016.png,,4345.0,49392.0,15002.0,1075231.0,414399.0,397127.0,56205.0,,31105.0,20087.0,,,10707.0,,,,,,
rs00017.png,1446.0,10628.0,195744.0,65900.0,216410.0,4557.0,612452.0,109632.0,,737412.0,54627.0,,,312.0,14908.0,1215.0,,,,117.0
rs00018.png,226.0,1202.0,71910.0,42495.0,982363.0,123003.0,303211.0,135088.0,,251058.0,37803.0,,,26348.0,9173.0,,1457.0,,,
rs00019.png,,20213.0,249397.0,41537.0,301011.0,13328.0,607190.0,148904.0,,491590.0,117028.0,,,7387.0,,29.0,,,,
rs00020.png,1485.0,51.0,139264.0,26034.0,328221.0,332633.0,751768.0,134940.0,,149601.0,40407.0,,,167170.0,,2013.0,,,13.0,
rs00021.png,158.0,,,20449.0,904747.0,82006.0,858862.0,65249.0,,122266.0,18832.0,,,,1012.0,,,,,
rs00022.png,2.0,23.0,284.0,53569.0,761931.0,444772.0,309978.0,140499.0,52.0,209013.0,37594.0,,,,,,,,,
rs00023.png,638306.0,3200.0,327168.0,40496.0,126696.0,29042.0,741705.0,37217.0,4380.0,75776.0,14898.0,,14447.0,8481.0,5282.0,2398.0,,1006.0,2875.0,
rs00024.png,654.0,97124.0,391223.0,39439.0,287033.0,210897.0,447817.0,184717.0,,304412.0,41837.0,,,67960.0,,487.0,,,,
rs00025.png,554.0,36672.0,50045.0,16679.0,251134.0,210591.0,825159.0,163783.0,588.0,360884.0,62607.0,,,3106.0,,1193.0,2871.0,,856.0,35954.0
rs00026.png,564028.0,53232.0,393062.0,30916.0,466408.0,,254668.0,,124572.0,,,,115509.0,,20345.0,7711.0,715.0,40875.0,,
rs00027.png,5624.0,4353.0,64472.0,99457.0,603501.0,5709.0,233611.0,281666.0,,437965.0,97766.0,,,125258.0,26625.0,1453.0,,,,172.0
rs00028.png,25.0,28200.0,195085.0,27518.0,575408.0,63690.0,552774.0,135321.0,365.0,401649.0,93096.0,,,469.0,,,,,,
rs00029.png,,12624.0,139458.0,97.0,721596.0,12734.0,352111.0,272502.0,1.0,444089.0,78132.0,,,20913.0,,,12200.0,,,1910.0
rs00030.png,31615.0,36479.0,448180.0,12530.0,196163.0,366575.0,525631.0,95894.0,45055.0,24574.0,20553.0,,,109961.0,,,991.0,,,
rs00031.png,285857.0,206071.0,544082.0,144195.0,22194.0,2665.0,523318.0,,2046.0,,,,125633.0,157182.0,10030.0,3016.0,3081.0,44230.0,,
rs00032.png,865.0,293854.0,761990.0,12725.0,79420.0,72539.0,439123.0,149095.0,795.0,209049.0,50776.0,,,2778.0,,228.0,,,,
rs00033.png,1163.0,5252.0,33094.0,42076.0,791870.0,135631.0,391457.0,108411.0,,240982.0,55854.0,,,3143.0,,842.0,,,37088.0,203082.0
rs00034.png,3409.0,88501.0,420557.0,55178.0,626331.0,11799.0,229956.0,113255.0,,238138.0,57825.0,,,228651.0,,,,,,
rs00035.png,,,139901.0,104111.0,47480.0,,901946.0,130902.0,,488642.0,139009.0,,,121209.0,320.0,80.0,,,,
rs00036.png,4.0,2180.0,25881.0,24158.0,1104496.0,415599.0,312156.0,59239.0,7.0,91055.0,16122.0,,,,,127.0,,,,85.0
rs00037.png,,,,617.0,1596944.0,375665.0,,64430.0,,18108.0,17836.0,,,,,,,,,
rs00038.png,139295.0,71378.0,166277.0,44657.0,431621.0,345085.0,630282.0,72168.0,39699.0,77718.0,15904.0,,,19485.0,4949.0,15082.0,,,,
rs00039.png,1135005.0,31074.0,120285.0,6736.0,81687.0,14189.0,2631.0,,115784.0,,,,517024.0,,,4225.0,594.0,44321.0,,
rs00040.png,74542.0,165442.0,122766.0,68627.0,290556.0,69497.0,629885.0,71822.0,,314014.0,24392.0,,124259.0,,,2222.0,,18829.0,,
rs00041.png,38992.0,5829.0,27237.0,37670.0,743566.0,142036.0,350215.0,26590.0,6204.0,45739.0,12163.0,,11878.0,136412.0,2596.0,450.0,1819.0,6533.0,44315.0,
rs00042.png,374785.0,217914.0,362537.0,54458.0,456688.0,3071.0,148125.0,,43731.0,,,,185293.0,10.0,1739.0,56276.0,424.0,37496.0,3.0,
rs00043.png,3617.0,697.0,10286.0,376173.0,321379.0,33638.0,539676.0,187214.0,1227.0,495197.0,100968.0,,,1092.0,93.0,2343.0,,,,
rs00044.png,,170353.0,382734.0,16459.0,115917.0,2813.0,698857.0,40643.0,1939.0,133059.0,33727.0,,,41275.0,1.0,423.0,1073.0,,162.0,267.0
rs00045.png,17319.0,1042.0,1482708.0,3205.0,,,,,,,,,71252.0,5910.0,636.0,266.0,,15992.0,,
rs00046.png,,,33772.0,779.0,804161.0,269975.0,218714.0,241204.0,5.0,444947.0,50806.0,,,1884.0,,7353.0,,,,
rs00047.png,161.0,625.0,10352.0,153924.0,751371.0,51594.0,508898.0,173974.0,,324884.0,92439.0,,,371.0,220.0,2530.0,,,,
rs00048.png,183091.0,87316.0,277698.0,38913.0,539123.0,11053.0,582212.0,73915.0,25340.0,199787.0,48264.0,,,115.0,5.0,105.0,5555.0,,391.0,
rs00049.png,8006.0,2423.0,4032.0,119045.0,312390.0,1722.0,774148.0,203814.0,4.0,435882.0,156808.0,,,,1550.0,861.0,,,,51745.0
rs00050.png,196469.0,347939.0,70780.0,158862.0,714129.0,3531.0,46271.0,,,,,,281881.0,170089.0,16312.0,818.0,21685.0,43680.0,,
rs00051.png,51127.0,147030.0,113865.0,107392.0,159574.0,97323.0,711790.0,57053.0,98.0,165737.0,23950.0,,,147958.0,265.0,,80.0,,16.0,2077.0
rs00052.png,1531.0,52796.0,539774.0,136786.0,20741.0,82863.0,965035.0,56004.0,,109745.0,47842.0,,,27831.0,271.0,4072.0,,,,
rs00053.png,61869.0,2057.0,313703.0,109237.0,67438.0,199620.0,856440.0,53604.0,2419.0,116163.0,53390.0,,,17444.0,1189.0,,,,,3050.0
rs00054.png,1.0,621.0,467969.0,126085.0,195954.0,871852.0,131593.0,109827.0,,86913.0,40339.0,,,38100.0,4346.0,,,,,
rs00055.png,262107.0,194343.0,1336375.0,23958.0,6396.0,,69488.0,,21463.0,,,,105796.0,672.0,6296.0,8995.0,3.0,37708.0,,
rs00056.png,246590.0,47455.0,925496.0,51505.0,41869.0,135256.0,285707.0,100974.0,466.0,123381.0,90746.0,,,20388.0,,36.0,354.0,,,2880.0
rs00057.png,3193.0,9259.0,83992.0,82463.0,469046.0,85941.0,836068.0,128065.0,,327528.0,47110.0,,,298.0,,478.0,39.0,,120.0,
rs00058.png,1154.0,35466.0,265857.0,15422.0,973138.0,135285.0,57945.0,250049.0,,285234.0,33224.0,,,,,10545.0,,,56.0,10225.0
rs00059.png,51005.0,36251.0,8886.0,72909.0,570587.0,217518.0,479260.0,101245.0,200.0,168737.0,70754.0,,,274751.0,,4912.0,,,15199.0,1386.0
rs00060.png,309988.0,77633.0,95597.0,75207.0,813367.0,57241.0,109919.0,244.0,33962.0,6781.0,12754.0,,136475.0,243045.0,,762.0,26255.0,44170.0,,
rs00061.png,1026.0,386642.0,530305.0,93289.0,11225.0,106759.0,511020.0,109057.0,1.0,147438.0,78465.0,,151.0,1038.0,,2609.0,1371.0,131.0,,93073.0
rs00062.png,,,468923.0,49765.0,922505.0,10135.0,200993.0,101208.0,27723.0,224439.0,67909.0,,,,,,,,,
rs00063.png,,1657.0,26617.0,234034.0,439076.0,,631894.0,167736.0,199.0,422060.0,143962.0,,,2629.0,2669.0,24.0,,,,1043.0
